Year;Month;Day;Lat;Lon;Depth;Mag
2006;8;21;40,29;73,05;5;2,7
2006;8;21;40,45;71,39;5;2,6
2006;8;21;41,49;72,35;5;2,3
2006;8;24;40,02;70,68;15;1,9
2006;8;24;39,70;72,66;5;2,5
2006;8;25;41,32;73,22;5;3,0
2006;8;26;39,50;72,50;5;3,1
2006;8;26;39,51;72,59;5;2,9
2006;8;28;39,68;72,87;5;3,2
2006;8;29;41,59;72,68;10;3,2
2006;8;30;40,77;73,26;5;2,4
2006;9;1;41,90;70,99;5;3,4
2006;9;2;40,52;72,29;15;2,1
2006;9;3;39,81;72,04;5;1,9
2006;9;7;40,51;72,80;5;2,1
2006;9;8;40,62;72,44;15;2,3
2006;9;8;41,08;71,93;10;1,8
2006;9;9;41,94;73,49;10;2,4
2006;9;9;39,71;73,05;5;2,2
2006;9;11;39,68;73,83;5;3,0
2006;9;13;42,26;69,96;5;3,1
2006;9;14;40,03;72,98;5;3,2
2006;9;15;41,01;72,92;5;2,4
2006;9;17;39,72;72,76;5;2,4
2006;9;19;39,50;71,80;5;3,8
2006;9;21;40,68;73,13;5;2,4
2006;9;22;40,14;71,47;10;2,1
2006;9;22;39,99;72,19;5;2,2
2006;9;22;39,56;71,25;5;2,3
2006;9;22;40,72;72,57;10;2,2
2006;9;25;41,68;71,58;5;2,6
2006;9;26;39,53;73,22;5;2,2
2006;9;27;41,90;71,67;15;2,6
2006;9;28;40,32;69,85;5;2,0
2006;9;29;40,95;68,85;5;2,8
2006;9;29;40,31;72,17;15;2,0
2006;10;1;39,50;72,88;15;2,8
2006;10;4;39,81;72,73;15;3,4
2006;10;4;39,56;73,66;15;2,1
2006;10;5;41,25;72,23;5;2,0
2006;10;5;40,24;69,71;5;2,4
2006;10;5;40,94;72,44;5;2,2
2006;10;6;41,56;73,08;5;2,8
2006;10;7;40,33;70,68;5;2,7
2006;10;7;40,75;70,14;5;2,3
2006;10;10;39,52;73,37;5;2,8
2006;10;11;40,15;70,88;5;2,3
2006;10;11;40,10;70,90;5;2,8
2006;10;12;41,37;69,05;10;2,0
2006;10;17;39,87;71,61;5;2,4
2006;10;20;39,63;72,99;5;2,4
2006;10;21;40,50;63,50;5;2,8
2006;10;21;39,69;71,68;5;2,0
2006;10;24;40,81;63,11;5;2,4
2006;10;26;41,76;72,22;15;2,4
2006;10;30;39,57;71,14;5;2,4
2006;10;30;41,02;72,80;5;3,3
2006;10;31;40,28;72,05;5;1,9
2006;10;31;40,57;73,62;15;2,4
2006;10;31;40,56;73,70;15;2,2
2006;11;3;40,74;73,21;5;2,1
2006;11;4;41,54;72,92;5;2,9
2006;11;9;40,75;71,24;5;2,2
2006;11;10;41,81;72,28;15;2,8
2006;11;10;39,52;73,21;5;2,7
2006;11;13;40,21;70,77;5;2,1
2006;11;13;40,30;63,60;5;2,7
2006;11;15;39,90;74,60;5;2,2
2006;11;15;40,52;73,41;5;2,9
2006;11;16;40,88;70,40;5;2,7
2006;11;19;39,81;73,79;10;2,2
2006;11;20;41,16;71,34;5;2,2
2006;11;21;40,57;73,59;15;2,9
2006;11;22;40,30;73,48;15;2,6
2006;11;23;40,44;69,78;10;3,2
2006;11;23;40,43;72,09;10;2,7
2006;11;25;42,11;69,75;15;2,9
2006;11;26;40,50;73,91;15;2,9
2006;11;26;40,38;73,87;15;2,7
2006;11;27;40,18;70,29;5;2,3
2006;11;28;39,80;70,24;10;2,3
2006;11;29;39,91;69,24;5;2,6
2006;12;1;41,98;72,05;5;2,2
2006;12;4;39,54;72,94;15;3,4
2006;12;4;39,71;73,23;5;3,4
2006;12;4;40,57;70,01;5;2,6
2006;12;5;39,55;72,94;5;2,7
2006;12;7;39,55;73,04;15;2,6
2006;12;7;39,87;71,47;5;2,0
2006;12;9;39,51;72,16;15;3,4
2006;12;12;42,07;71,39;5;2,7
2006;12;13;42,18;72,37;5;2,7
2006;12;13;40,30;73,90;5;2,8
2006;12;14;40,20;63,24;15;2,9
2006;12;14;40,55;70,50;5;2,6
2006;12;17;39,56;73,34;15;2,6
2006;12;19;41,71;68,95;10;2,2
2006;12;24;40,51;73,42;5;2,9
2006;12;24;40,69;73,36;5;3,1
2006;12;25;40,75;73,48;10;2,4
2006;12;25;40,34;72,12;15;2,9
2006;12;31;40,47;71,98;10;2,4
2006;12;31;40,82;66,95;5;2,6
2007;1;1;40,58;63,16;5;2,2
2007;1;2;40,40;72,28;5;3,3
2007;1;2;40,50;72,30;15;2,7
2007;1;4;42,16;72,67;5;2,8
2007;1;5;40,41;69,51;20;2,9
2007;1;6;41,73;71,53;5;3,2
2007;1;8;39,78;70,47;15;3,5
2007;1;8;39,68;70,22;10;3,6
2007;1;8;39,75;70,43;5;2,9
2007;1;8;39,81;70,26;5;2,4
2007;1;8;39,77;70,29;10;2,8
2007;1;8;39,80;70,41;5;2,1
2007;1;8;39,72;70,32;10;2,4
2007;1;8;39,75;70,21;15;2,4
2007;1;8;39,73;70,22;15;2,4
2007;1;9;39,73;70,39;10;2,9
2007;1;9;39,50;70,17;5;1,8
2007;1;9;39,71;70,42;5;2,4
2007;1;9;39,70;70,31;5;2,7
2007;1;9;39,71;70,29;10;2,9
2007;1;9;39,78;70,10;15;2,7
2007;1;9;40,00;70,30;5;1,5
2007;1;9;39,70;70,36;10;2,5
2007;1;10;39,72;70,37;15;2,9
2007;1;10;40,00;70,40;5;2,2
2007;1;10;39,70;70,40;5;2,8
2007;1;10;39,73;70,35;10;2,7
2007;1;11;39,59;70,26;15;3,1
2007;1;12;40,75;70,07;15;2,3
2007;1;12;40,18;71,49;5;2,4
2007;1;13;39,72;70,43;10;2,4
2007;1;16;39,70;70,46;10;2,8
2007;1;16;39,68;72,66;15;3,1
2007;1;16;39,70;70,42;5;2,4
2007;1;16;39,50;71,10;5;3,3
2007;1;16;39,68;70,53;10;2,3
2007;1;17;41,20;71,90;5;2,4
2007;1;19;39,72;70,33;5;2,5
2007;1;19;41,15;72,33;10;2,3
2007;1;22;39,72;70,31;15;3,4
2007;1;22;40,72;73,69;20;2,8
2007;1;22;40,98;72,58;5;2,2
2007;1;23;41,60;72,61;15;2,6
2007;1;24;41,29;72,39;5;2,3
2007;1;24;39,82;70,37;5;2,3
2007;1;24;41,18;71,85;5;4,1
2007;1;25;40,71;73,40;5;2,6
2007;1;25;41,30;72,58;15;2,2
2007;1;25;41,21;72,18;15;2,3
2007;1;26;41,06;71,87;10;3,0
2007;1;26;41,09;71,94;10;3,2
2007;1;26;40,80;71,69;5;3,8
2007;1;26;41,10;71,80;5;3,2
2007;1;27;40,80;71,58;15;3,9
2007;1;27;40,72;71,93;5;3,2
2007;1;27;40,98;71,91;10;2,6
2007;1;27;40,82;71,35;5;4,6
2007;1;30;39,75;70,90;15;2,2
2007;1;30;39,75;70,97;5;2,1
2007;1;30;40,50;63,60;5;3,1
2007;1;31;39,70;70,30;5;2,1
2007;1;31;40,39;72,69;5;2,3
2007;1;31;39,99;70,49;10;4,4
2007;1;31;39,84;70,24;5;2,7
2007;1;31;39,68;70,35;10;2,4
2007;1;31;41,03;71,89;5;2,1
2007;1;31;40,12;70,71;5;4,4
2007;2;1;40,56;73,28;15;2,4
2007;2;1;39,82;70,76;15;2,3
2007;2;2;40,71;72,35;5;2,4
2007;2;2;41,15;72,46;5;3,7
2007;2;2;41,09;72,22;5;2,8
2007;2;2;40,74;71,67;5;2,6
2007;2;5;39,71;70,41;5;2,2
2007;2;5;39,68;73,04;15;2,2
2007;2;5;41,14;72,39;10;2,1
2007;2;5;41,05;72,17;5;4,1
2007;2;5;41,18;72,26;5;2,4
2007;2;6;39,98;71,03;15;2,0
2007;2;6;41,03;71,94;15;2,3
2007;2;6;40,00;71,90;5;2,1
2007;2;6;41,05;71,11;5;2,3
2007;2;7;41,15;72,42;5;3,6
2007;2;7;41,13;72,30;5;3,2
2007;2;9;40,59;70,87;5;2,2
2007;2;9;40,59;71,12;5;2,2
2007;2;9;40,91;71,14;5;1,7
2007;2;9;40,43;71,12;15;1,7
2007;2;10;39,59;71,93;15;2,4
2007;2;10;40,54;71,05;5;1,9
2007;2;10;41,08;71,15;5;2,5
2007;2;11;40,73;70,61;5;2,2
2007;2;11;39,61;71,97;15;2,6
2007;2;13;40,59;73,50;5;2,5
2007;2;14;41,36;73,67;5;2,6
2007;2;16;40,08;71,58;5;3,7
2007;2;16;38,80;68,80;5;2,6
2007;2;19;41,10;71,93;5;2,4
2007;2;20;39,59;72,69;5;2,4
2007;2;23;40,25;72,30;5;1,8
2007;2;26;41,12;72,18;10;2,0
2007;2;27;41,56;73,18;5;1,9
2007;2;28;40,61;73,17;10;3,3
2007;2;28;40,77;73,76;5;2,6
2007;3;2;38,89;73,22;25;2,9
2007;3;2;41,25;73,16;5;3,2
2007;3;6;40,30;71,96;5;2,1
2007;3;9;39,50;72,69;5;2,6
2007;3;9;39,63;72,21;5;2,7
2007;3;12;39,73;70,47;5;2,6
2007;3;12;41,81;73,12;5;3,1
2007;3;13;39,39;72,57;5;2,2
2007;3;14;39,93;73,58;10;3,2
2007;3;14;42,40;70,40;5;2,6
2007;3;14;40,09;69,69;5;3,1
2007;3;19;39,68;72,01;25;2,7
2007;3;20;41,97;72,76;5;3,4
2007;3;21;39,52;72,44;5;2,7
2007;3;23;40,63;71,79;5;1,9
2007;3;23;39,66;70,50;5;2,3
2007;3;24;40,00;70,50;5;2,6
2007;3;24;39,53;72,76;5;3,4
2007;3;26;39,03;70,74;5;3,5
2007;3;27;40,78;71,28;25;2,4
2007;3;27;39,90;72,40;5;2,2
2007;3;28;39,29;71,60;5;4,1
2007;3;28;39,31;71,53;5;2,4
2007;3;28;39,61;72,29;5;2,7
2007;3;30;39,66;70,54;5;2,3
2007;4;1;39,55;73,10;5;2,5
2007;4;2;39,73;70,28;5;2,4
2007;4;2;41,10;72,69;10;2,3
2007;4;3;40,57;72,91;5;2,3
2007;4;7;40,77;73,33;5;3,1
2007;4;9;40,64;71,46;5;2,7
2007;4;11;40,59;71,87;5;3,1
2007;4;12;40,36;73,26;5;2,6
2007;4;13;40,57;71,97;25;3,1
2007;4;13;40,56;72,01;25;2,3
2007;4;14;40,70;72,69;5;2,2
2007;4;14;39,59;72,69;5;2,6
2007;4;14;40,48;71,81;5;2,0
2007;4;15;40,93;71,39;20;2,8
2007;4;15;39,59;72,60;5;2,8
2007;4;15;40,71;73,29;25;3,1
2007;4;15;40,61;71,64;5;2,9
2007;4;15;39,59;72,73;5;2,8
2007;4;15;39,68;72,72;5;2,2
2007;4;16;40,59;71,68;5;2,8
2007;4;16;40,86;71,47;15;2,9
2007;4;18;39,56;72,65;5;2,2
2007;4;20;39,50;72,69;5;3,1
2007;4;23;40,52;71,61;15;2,4
2007;4;24;41,69;71,29;25;2,8
2007;4;26;41,10;73,30;5;2,6
2007;4;27;41,17;73,12;5;2,8
2007;4;29;41,14;71,51;5;3,5
2007;5;2;41,14;71,92;5;2,3
2007;5;2;40,40;63,50;5;3,3
2007;5;3;39,54;72,99;5;2,3
2007;5;4;39,88;71,58;10;2,0
2007;5;6;39,71;72,26;5;2,9
2007;5;8;39,61;73,43;5;3,1
2007;5;11;40,05;72,48;15;2,8
2007;5;13;39,55;72,66;5;2,2
2007;5;14;39,50;73,37;25;2,6
2007;5;15;40,25;72,05;5;2,0
2007;5;17;39,50;72,68;5;2,4
2007;5;20;41,04;71,89;5;3,4
2007;5;24;40,50;63,50;5;3,2
2007;5;25;40,15;70,57;5;2,0
2007;5;27;41,70;73,10;10;4,1
2007;5;27;40,37;70,33;25;2,4
2007;5;29;40,54;70,62;5;2,3
2007;5;30;40,04;71,90;5;2,2
2007;6;1;40,50;63,50;5;2,6
2007;6;3;40,50;63,50;5;2,7
2007;6;6;39,68;70,33;5;3,2
2007;6;9;41,38;71,55;5;2,9
2007;6;9;40,50;63,50;5;2,6
2007;6;12;40,70;70,50;15;2,3
2007;6;15;41,31;73,54;30;2,9
2007;6;21;40,40;71,90;15;1,8
2007;6;24;40,73;70,87;5;2,3
2007;6;24;40,05;72,03;15;2,7
2007;6;25;40,90;72,30;5;3,1
2007;6;27;40,89;72,78;10;3,2
2007;7;2;40,54;70,72;5;2,1
2007;7;2;42,32;69,79;5;3,6
2007;7;2;42,30;69,50;5;2,1
2007;7;4;39,50;72,11;5;2,6
2007;7;6;40,50;70,58;5;2,7
2007;7;9;40,64;68,90;25;2,7
2007;7;9;39,50;73,50;5;2,7
2007;7;10;40,00;72,10;5;2,2
2007;7;12;39,98;70,87;5;3,2
2007;7;12;39,98;70,87;5;3,2
2007;7;14;40,50;73,37;10;1,9
2007;7;17;39,70;72,30;5;2,1
2007;7;28;42,10;72,30;5;2,8
2007;7;28;41,36;69,39;5;3,5
2007;7;29;40,16;70,08;5;3,2
2007;8;2;39,70;70,50;5;2,7
2007;8;6;40,09;70,60;5;2,4
2007;8;23;42,40;69,50;5;3,8
2007;8;25;40,55;70,65;15;2,7
2007;8;28;41,26;72,71;10;2,2
2007;8;29;40,80;72,19;5;2,7
2007;9;7;41,59;73,08;5;2,9
2007;9;7;39,58;73,71;10;2,4
2007;9;14;40,64;73,43;25;2,4
2007;9;18;40,62;71,87;15;2,7
2007;9;21;40,43;71,25;15;2,1
2007;9;21;40,46;71,29;5;2,6
2007;9;22;40,66;70,46;5;2,1
2007;9;24;40,09;71,32;15;2,3
2007;9;26;40,30;71,40;15;2,2
2007;9;27;40,53;71,94;5;3,1
2007;9;28;40,99;71,80;15;3,1
2007;9;29;40,80;71,66;25;2,6
2007;10;2;39,50;71,50;5;2,4
2007;10;8;40,43;72,26;5;3,9
2007;10;12;41,06;71,64;30;2,7
2007;10;13;40,57;71,16;10;2,1
2007;10;13;40,59;70,90;5;2,0
2007;10;16;40,53;70,48;15;2,1
2007;10;16;40,53;70,21;5;2,0
2007;10;17;39,75;71,43;5;2,9
2007;10;19;40,24;70,46;30;3,6
2007;10;22;40,56;70,64;5;2,6
2007;10;25;42,36;71,96;10;2,8
2007;10;30;40,47;70,33;5;2,3
2007;11;7;41,50;69,42;5;3,9
2007;11;8;40,59;72,19;5;2,8
2007;11;13;41,10;69,60;5;2,2
2007;11;14;41,05;72,37;5;2,7
2007;11;19;40,50;73,40;5;2,4
2007;11;22;40,30;71,80;5;2,6
2007;11;23;40,80;70,40;5;2,2
2007;11;25;40,91;69,36;5;2,4
2007;11;30;40,30;71,10;5;2,6
2007;12;6;40,50;70,69;5;2,5
2007;12;9;39,63;73,33;10;2,6
2007;12;11;40,47;70,61;15;2,7
2007;12;21;41,54;73,01;5;2,8
2007;12;24;40,27;72,48;5;2,2
2007;12;28;40,90;73,06;5;2,8
2007;12;29;40,66;71,26;5;2,4
2007;12;31;41,07;72,25;10;2,9
2007;12;31;41,07;72,01;5;4,4
2007;12;31;40,21;73,08;5;2,6
2007;12;31;41,09;71,96;5;2,6
2007;12;31;41,03;72,24;5;4,6
2007;12;31;41,11;72,03;10;2,6
2008;1;1;41,10;72,01;5;2,6
2008;1;1;40,30;72,90;5;5,0
2008;1;1;40,29;72,98;5;2,4
2008;1;1;40,50;72,80;25;2,7
2008;1;1;40,09;73,10;30;2,6
2008;1;1;40,70;72,00;15;2,4
2008;1;1;40,40;73,10;5;2,1
2008;1;1;40,34;72,98;5;2,6
2008;1;1;40,30;73,00;15;3,4
2008;1;1;40,40;73,10;5;2,4
2008;1;1;40,40;73,00;15;2,2
2008;1;1;40,24;72,97;15;3,2
2008;1;1;41,00;72,00;5;2,2
2008;1;1;40,27;72,97;5;3,1
2008;1;2;40,30;73,00;5;2,9
2008;1;2;40,25;72,93;5;2,9
2008;1;2;40,27;72,98;5;2,4
2008;1;3;40,23;73,04;5;3,0
2008;1;3;40,28;73,01;5;2,7
2008;1;4;40,40;72,80;5;2,1
2008;1;5;41,30;73,30;5;3,2
2008;1;7;40,09;72,19;5;2,3
2008;1;8;41,30;72,19;30;2,5
2008;1;9;40,25;73,01;10;2,8
2008;1;10;40,24;73,01;5;2,6
2008;1;18;40,90;68,10;5;2,2
2008;1;21;40,40;72,10;5;3,1
2008;1;22;40,59;73,69;5;2,5
2008;1;30;40,30;72,80;5;2,8
2008;1;31;40,80;69,73;5;2,3
2008;2;1;42,00;72,80;20;3,0
2008;2;1;39,70;72,10;15;2,9
2008;2;2;40,25;73,17;5;3,0
2008;2;2;41,80;69,60;5;2,4
2008;2;3;40,27;72,03;5;3,9
2008;2;4;40,00;72,50;5;3,4
2008;2;5;42,10;70,90;5;2,4
2008;2;7;40,30;73,80;30;2,3
2008;2;8;41,40;73,10;30;2,7
2008;2;12;40,59;71,90;5;2,9
2008;2;14;39,70;73,80;5;2,5
2008;2;26;41,30;71,80;25;3,0
2008;2;26;41,60;72,90;30;3,1
2008;2;28;40,52;72,36;20;3,0
2008;3;10;40,81;69,14;25;2,3
2008;3;11;40,27;72,96;5;2,7
2008;3;14;40,80;70,10;5;2,3
2008;3;14;40,28;73,03;15;2,5
2008;3;25;40,00;71,50;15;3,1
2008;3;27;39,59;71,60;5;2,9
2008;4;2;40,09;70,10;5;1,7
2008;4;3;40,00;69,80;30;2,4
2008;4;3;39,90;70,10;5;2,3
2008;4;9;40,50;69,30;5;1,7
2008;4;11;40,66;69,33;20;2,1
2008;4;14;39,50;73,90;5;2,8
2008;4;19;40,40;72,19;30;2,9
2008;4;20;39,80;72,60;20;2,2
2008;4;20;40,20;73,00;5;2,5
2008;4;21;40,50;68,96;10;2,1
2008;4;24;41,16;71,39;30;1,9
2008;4;25;40,30;69,97;30;2,1
2008;4;26;41,77;72,17;5;2,5
2008;4;29;39,90;71,92;5;3,0
2008;4;29;39,57;71,19;5;2,7
2008;5;4;39,59;71,69;15;2,7
2008;5;5;40,02;72,08;5;2,0
2008;5;5;39,90;71,10;5;2,1
2008;5;12;40,20;73,00;5;2,1
2008;5;17;39,80;72,10;5;2,3
2008;5;21;40,59;73,50;5;2,6
2008;5;29;39,80;72,50;5;2,5
2008;5;30;40,30;73,00;5;2,7
2008;6;22;42,79;72,43;5;2,8
2008;6;22;40,50;73,69;5;2,7
2008;6;24;40,20;71,00;15;3,9
2008;6;25;41,20;74,00;5;3,6
2008;6;27;40,70;73,80;5;2,8
2008;6;28;40,34;63,31;25;3,0
2008;7;15;40,30;70,40;5;1,8
2008;7;16;40,30;70,30;5;2,2
2008;7;17;40,40;73,80;5;2,2
2008;7;17;40,30;74,00;5;2,4
2008;7;24;40,30;72,80;5;2,3
2008;7;24;41,20;72,19;5;2,5
2008;7;25;40,40;71,90;20;2,9
2008;7;28;41,80;71,80;20;2,7
2008;7;29;39,50;72,80;5;3,1
2008;7;30;39,90;70,19;5;2,1
2008;8;1;41,52;71,24;5;3,7
2008;8;1;41,66;72,29;5;2,4
2008;8;1;41,58;71,42;10;3,9
2008;8;3;39,90;74,00;5;2,2
2008;8;3;40,40;73,80;5;3,3
2008;8;7;39,90;70,50;5;2,4
2008;8;8;39,50;71,50;30;3,1
2008;8;16;40,30;72,90;5;2,2
2008;8;20;40,20;70,60;5;2,1
2008;8;20;42,00;73,00;5;2,2
2008;8;21;41,24;70,69;5;2,7
2008;8;22;39,50;72,69;5;2,1
2008;8;22;41,30;69,40;10;4,8
2008;8;23;42,30;70,30;5;2,4
2008;8;24;40,20;73,10;25;2,9
2008;8;28;40,31;72,01;10;3,7
2008;8;30;39,59;74,00;15;2,2
2008;8;31;40,30;73,10;5;2,5
2008;9;15;40,20;71,60;5;2,0
2008;9;20;40,59;73,30;5;2,2
2008;9;21;39,59;72,90;5;2,3
2008;9;22;39,57;72,69;5;2,1
2008;9;23;39,54;71,03;5;2,6
2008;9;25;39,59;71,19;5;2,6
2008;9;26;40,50;73,10;25;3,6
2008;9;27;39,59;73,19;5;2,1
2008;9;27;40,70;74,00;5;2,4
2008;10;6;39,00;73,50;5;3,1
2008;10;6;39,70;73,50;5;3,2
2008;10;6;39,59;73,60;5;3,0
2008;10;6;39,50;73,60;5;3,3
2008;10;6;39,70;73,40;5;3,2
2008;10;7;39,70;73,50;5;2,6
2008;10;7;39,70;73,60;5;3,4
2008;10;7;39,59;73,50;5;3,1
2008;10;7;39,59;73,69;5;3,3
2008;10;8;39,59;73,69;5;3,7
2008;10;8;39,59;73,50;5;2,7
2008;10;8;39,70;73,60;5;3,1
2008;10;8;39,59;73,50;5;3,5
2008;10;8;39,59;73,80;5;3,2
2008;10;8;39,50;73,69;5;3,4
2008;10;8;39,59;73,69;5;3,7
2008;10;8;39,59;73,90;5;4,0
2008;10;9;39,59;73,50;5;2,2
2008;10;9;39,50;73,69;5;4,4
2008;10;9;39,59;73,60;5;2,7
2008;10;9;39,50;73,69;5;4,3
2008;10;9;39,80;73,40;5;3,3
2008;10;9;39,70;73,60;5;2,8
2008;10;9;39,50;73,50;5;3,0
2008;10;9;39,59;73,60;5;3,3
2008;10;10;39,59;73,69;5;3,2
2008;10;11;39,70;73,90;5;2,9
2008;10;11;39,70;73,80;5;3,2
2008;10;11;39,40;73,60;5;3,2
2008;10;11;39,59;73,69;5;2,5
2008;10;11;39,70;73,69;5;2,4
2008;10;11;39,50;73,60;5;2,8
2008;10;11;39,50;73,80;5;4,0
2008;10;11;39,70;73,80;5;2,6
2008;10;11;39,59;73,60;5;2,7
2008;10;11;39,59;73,69;5;3,1
2008;10;11;39,59;73,60;5;2,7
2008;10;11;39,59;73,60;5;2,7
2008;10;11;39,70;73,60;5;2,7
2008;10;11;39,59;73,40;5;2,9
2008;10;12;39,59;73,60;5;2,4
2008;10;12;39,59;73,80;5;2,3
2008;10;12;39,50;73,50;5;2,8
2008;10;12;39,59;73,60;5;3,2
2008;10;12;39,59;73,60;5;3,1
2008;10;12;39,50;73,80;5;2,6
2008;10;12;39,59;73,50;5;2,6
2008;10;12;39,59;73,40;5;2,6
2008;10;12;39,59;73,50;5;2,8
2008;10;12;39,50;73,60;5;2,9
2008;10;12;39,59;73,60;5;2,6
2008;10;12;39,50;73,40;5;3,1
2008;10;12;39,50;73,69;5;3,9
2008;10;12;39,59;73,69;5;2,4
2008;10;13;39,59;73,40;5;3,3
2008;10;13;39,59;73,60;5;2,7
2008;10;13;40,00;73,80;5;2,4
2008;10;13;39,50;73,80;5;5,2
2008;10;13;40,00;73,80;5;2,4
2008;10;13;39,50;73,80;5;5,2
2008;10;14;39,59;73,50;5;2,6
2008;10;14;39,59;73,50;5;2,3
2008;10;14;39,59;73,60;5;3,9
2008;10;14;39,70;73,60;5;3,2
2008;10;14;39,59;73,50;5;3,2
2008;10;14;39,59;73,69;5;2,1
2008;10;14;39,59;73,50;5;2,5
2008;10;14;39,59;73,50;5;3,1
2008;10;14;39,59;73,50;5;2,7
2008;10;14;39,70;74,00;5;3,6
2008;10;14;39,50;73,50;5;2,7
2008;10;14;39,70;73,40;5;2,3
2008;10;14;39,59;73,50;5;2,6
2008;10;14;39,59;73,50;5;2,3
2008;10;14;39,59;73,60;5;3,9
2008;10;15;39,59;73,60;5;2,1
2008;10;15;39,59;73,60;5;3,0
2008;10;15;39,59;73,69;5;2,5
2008;10;15;39,70;73,60;5;2,5
2008;10;15;39,59;73,80;5;3,0
2008;10;15;39,59;73,60;5;2,6
2008;10;15;39,70;73,60;5;2,4
2008;10;15;39,70;73,80;5;2,1
2008;10;15;39,59;73,60;5;2,6
2008;10;15;39,70;73,69;5;2,2
2008;10;15;39,70;73,69;5;2,8
2008;10;15;39,59;73,80;5;3,0
2008;10;15;39,59;74,00;5;2,1
2008;10;15;39,70;73,60;5;3,0
2008;10;15;39,59;73,50;5;3,6
2008;10;15;39,59;73,40;5;2,4
2008;10;15;39,50;73,69;5;2,8
2008;10;16;39,59;73,50;5;3,3
2008;10;16;39,59;73,60;5;2,8
2008;10;16;39,50;73,60;5;2,7
2008;10;16;39,50;73,69;5;2,0
2008;10;16;39,50;73,60;5;2,4
2008;10;16;39,50;73,50;5;2,6
2008;10;16;39,50;73,50;5;2,7
2008;10;16;39,59;73,69;5;2,9
2008;10;16;39,50;73,80;5;2,2
2008;10;16;39,50;73,50;5;2,2
2008;10;17;39,59;73,50;5;3,1
2008;10;17;39,50;73,69;5;2,4
2008;10;17;39,50;73,69;5;2,5
2008;10;17;39,70;73,50;5;2,3
2008;10;17;39,59;73,69;5;2,6
2008;10;17;39,59;73,60;5;2,6
2008;10;17;39,70;73,60;5;3,2
2008;10;17;39,59;73,50;5;2,2
2008;10;17;39,59;73,40;5;2,3
2008;10;17;39,70;73,80;5;2,6
2008;10;17;39,59;73,40;5;2,6
2008;10;17;39,50;73,69;5;2,6
2008;10;18;39,50;73,60;5;2,6
2008;10;18;39,59;73,60;5;2,3
2008;10;18;39,70;73,80;5;2,5
2008;10;18;39,59;73,44;5;2,6
2008;10;18;39,70;73,69;5;4,4
2008;10;18;39,59;73,80;5;2,4
2008;10;18;39,59;73,60;5;2,6
2008;10;18;39,59;73,50;5;2,4
2008;10;18;39,50;73,40;5;2,7
2008;10;18;39,50;73,60;5;2,3
2008;10;18;39,50;73,69;5;3,7
2008;10;18;39,59;73,50;5;2,4
2008;10;18;39,59;73,80;5;2,1
2008;10;19;39,59;73,60;5;3,2
2008;10;19;39,70;73,90;5;2,1
2008;10;19;39,70;73,80;5;2,2
2008;10;19;38,90;73,90;5;2,6
2008;10;19;39,80;73,80;5;2,3
2008;10;19;39,59;73,40;5;2,7
2008;10;20;39,59;73,50;5;2,3
2008;10;20;39,50;73,60;5;2,2
2008;10;20;39,59;73,80;5;2,1
2008;10;20;39,50;73,69;5;2,3
2008;10;20;39,59;73,69;5;2,2
2008;10;20;39,59;73,50;5;2,7
2008;10;20;39,59;73,69;5;3,3
2008;10;20;39,50;73,80;5;3,3
2008;10;20;39,50;73,50;5;2,6
2008;10;21;39,50;73,60;5;3,2
2008;10;21;39,59;73,10;5;3,2
2008;10;21;39,50;73,50;5;2,5
2008;10;21;39,40;73,40;5;3,2
2008;10;21;39,59;73,50;5;2,8
2008;10;21;39,50;73,69;5;3,1
2008;10;21;39,59;71,00;5;2,7
2008;10;21;39,59;73,19;5;3,6
2008;10;22;39,59;73,50;5;2,6
2008;10;22;39,59;73,69;5;2,0
2008;10;22;39,70;73,69;5;2,2
2008;10;22;39,59;73,50;5;2,4
2008;10;22;39,70;74,00;5;2,1
2008;10;22;39,59;73,69;5;2,6
2008;10;22;39,40;73,60;5;2,4
2008;10;23;39,70;73,69;5;2,5
2008;10;23;39,80;73,90;5;2,1
2008;10;23;39,70;73,90;5;4,3
2008;10;23;39,70;74,00;5;2,4
2008;10;23;39,59;73,69;5;2,6
2008;10;23;39,59;73,80;5;2,2
2008;10;23;39,59;73,69;5;2,7
2008;10;23;39,59;73,90;5;2,5
2008;10;23;39,70;73,69;5;2,3
2008;10;23;39,50;73,80;5;2,7
2008;10;23;39,40;73,69;5;2,2
2008;10;23;39,59;73,69;5;2,2
2008;10;23;39,59;73,50;5;2,4
2008;10;24;39,59;73,80;5;2,8
2008;10;24;39,59;73,50;5;3,6
2008;10;24;39,70;73,69;5;3,0
2008;10;24;40,50;73,80;5;2,5
2008;10;24;39,50;73,60;5;2,4
2008;10;24;39,50;73,60;5;2,9
2008;10;25;39,59;73,40;5;2,4
2008;10;25;39,59;73,60;5;2,3
2008;10;25;39,50;74,00;5;2,3
2008;10;25;39,50;73,69;5;3,0
2008;10;25;39,50;73,50;5;2,9
2008;10;26;39,59;73,30;5;3,2
2008;10;26;39,70;73,30;5;2,7
2008;10;26;39,59;73,00;5;2,7
2008;10;26;39,50;73,69;5;2,5
2008;10;26;39,59;73,30;5;2,2
2008;10;26;39,50;73,80;5;2,6
2008;10;26;39,59;73,10;5;3,2
2008;10;26;39,50;73,10;5;2,8
2008;10;27;39,70;73,40;5;2,3
2008;10;27;39,59;73,69;5;2,2
2008;10;27;39,50;73,50;5;2,4
